taxid	domain	phylum	class	order	family	genus	species	5492_S3	5501_S5
2315236	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	Aquabacterium pictum	92.80248285702017	20.16125378607729
2315841	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	Aquabacterium tepidiphilum	349.5467932771171	13.82701921797693
2316528	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Lichenibacteriaceae	Lichenibacterium	Lichenibacterium minor	0.0	1.1849332015393321
2316723	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus sp. AB050B	2.525099508681266	0.0
2320862	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. K2R10-39	7.492666455879649	5.383587742627552
2320863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. K1R23-30	261.6824899772781	94.72319738986101
2320864	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. K1S02-61	340.59346173752414	339.03923927072265
2320865	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. K1S02-23	41.87507427722719	50.80918883677019
232721	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax sp. JS42	12.350709475336906	0.0
2339262	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Aestuariisphingobium	Aestuariisphingobium litorale	0.0	3.2217314101023424
234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	NA	0.0	5.021466072097449
24	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella putrefaciens	11.427602043529722	11.116137640178662
240412	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Chitinimonas	Chitinimonas taiwanensis	0.0	2.249444017568771
242606	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter rhizovicinus	48.427883287560185	37.585392414543264
246602	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Pseudoduganella violaceinigra	0.0	37.311413863157
246786	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus indicus	13.858949389492738	0.0
2478468	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	Pigmentiphaga sp. IMT-318	14.11061884503496	0.0
2478672	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium CAVE-383	4.589823192770776	4.869127588671683
2478746	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	Comamonadaceae bacterium NML180582	25.022284529721457	0.0
2482794	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	NA	NA	Desulfurellales bacterium	61.58484938371835	19.66638336558117
2485112	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. JUb134	4.317031550653613	0.0
2487887	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. KU43P	3.9004173829354527	0.0
2488562	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. HC18	108.07013036268891	43.01202629994223
2488563	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter pygoscelis	4.745744059642485	0.0
2489014	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	0.0	4.899761915586919
2491057	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	Comamonadaceae bacterium OH2545_COT-014	65.51702990355429	65.11165964458358
2493092	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	Aquabacterium sp. SJQ9	5.861227096209693	0.0
2493107	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	Thiomonas sp. OC7	0.0	10.197599178271822
2493109	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	Thiomonas sp. Sup16B3	11.002742636628717	0.0
2493679	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	9.637227213800141	0.0
2495579	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. SOD	7.62199492906722	5.219820134446102
2495591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium piscinae	17.723251426951755	4.881966661528067
2495593	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. MHTC-1	3.609198729278906	2.707527610346601
2495594	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	Geobacter sp. SVR	2.2394508834315325	3.5346544370579767
2496871	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	'Geomonas' Khan et al. 2020	Geomonas soli	5.675260018756431	0.0
2497863	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. 17J80-10	2.5562038250175174	6.659248968162007
2499835	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rubrivivax	Rubrivivax albus	30.133713931039885	0.0
2502187	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Hydrogenophaga sp. 2FB	9.271681621940857	0.0
2502188	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp. 2FC	72.06259188768055	63.8470002868046
2502193	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 2FI	0.0	12.60961448442145
2502199	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. 2SB	0.0	4.103397592890843
2502201	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. 2SG	0.0	1.10418162849917
2502208	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rudaea	Rudaea sp. 3F27F6	18.94101136505338	8.631146838392741
2502235	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Chitinivorax	Chitinivorax sp. B	8.351968114252522	6.92361423704349
2508287	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea bronchicola	0.0	4.183850086030857
2508292	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea terrigena	49.41695263283012	6.2041348115356545
2508297	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea communis	13.50638056632316	20.721964510306165
2509434	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Verminephrobacter	Verminephrobacter sp. Larva24	17.08237873201594	103.53225404314225
2512129	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. BK119	15.789752820704472	0.0
2512131	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. BK235	2.827797611563322	95.91090776190174
2512174	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia sp. BK543	0.0	4.854707664914511
2512219	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella sp. VKM Ac-2568	12.287322951352568	0.0
251698	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	133.15502281027332	3.5689204484750183
251701	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	0.0	26.907940899332786
252305	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudooceanicola	Pseudooceanicola batsensis	45.143862417385805	0.0
2527873	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thalictri	15.627203819671248	0.0
2528016	Bacteria	Planctomycetes	NA	NA	NA	NA	Planctomycetes bacterium Poly41	19.670185979857774	25.31017062133813
2528175	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	Undibacterium sp. B2R-29	115.88166597166395	28.058928532205236
2528176	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Candidatus Chloroploca	Candidatus Chloroploca sp. M-50	4.204233484350776	4.247084122062307
2528630	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	Aquabacterium sp. KMB7	54.59484305409937	19.525666272561182
2528639	Bacteria	Proteobacteria	Zetaproteobacteria	Mariprofundales	Mariprofundaceae	Mariprofundus	Mariprofundus erugo	71.52301784556253	57.93359250106353
2529389	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas solaris	0.0	3.8428135484612405
252970	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phenoliruptrix	0.0	6.097619641382678
2530451	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp. 18x22-1	21.451257464649814	0.0
2545762	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. RHG1	14.44869361579111	25.74847221500612
2547601	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	Porphyrobacter sp. YT40	2.857444536954422	0.0
2555902	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	Rhizobiales bacterium L72	3.4887743158384263	0.0
2558283	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp. WF04	11.339479801996852	24.35548621721331
2559597	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Candidatus Nitrotoga	Candidatus Nitrotoga sp. AM1P	17.50629981871938	0.0
2561929	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	Oxalobacteraceae bacterium OM1	31.539637015142258	19.059956142329558
2561931	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. MC02	118.67921773005048	75.1492297134258
2561932	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella sp. DN04	229.75592564832783	257.6335784889352
2562153	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. ONC3	643.6489448292949	329.52364907904007
2562316	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. HP4	701.7726105038352	744.1936153395781
2562685	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Primorskyibacter	Primorskyibacter sp. XY-301	2.7592403443626243	0.0
2565554	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. PAMC28499	4.854748916636023	7.3839622919224475
2565930	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus sp. CC-YHH838	34.591673189663716	43.19882306043513
2567936	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. ST 5-3	24.523178041655804	34.99852218105667
2569542	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila	Desulfopila sp. IMCC35006	3.8991596345855273	0.0
257003	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas phyllosphaerae	1.1640960085048024	12.30205353281848
2570190	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Zoogloea	Zoogloea sp. 1C4	5.185456875628324	0.0
2570192	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	Dechloromonas sp. Dech2017	4.7066740037567065	5.8790990486239965
2570323	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Pseudorivibacter	Pseudorivibacter rhizosphaerae	94.3495532559475	205.521383978617
2571161	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Trinickia	Trinickia sp. 7GSK02	25.427539033771243	0.0
2572881	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum sp. SJZ107	1052.6998125413845	1157.8096453948422
2572907	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CNZ289	0.0	136.84336742755966
257496	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	NA	0.0	3.1361518329597793
2575739	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. SSI4214	11.422111872161	60.62321804310123
2578104	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 5K110	0.0	2.1727086603306067
2579792	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	Rummeliibacillus sp. SL167	2.6215268821755497	0.0
2583993	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA	3.9765810330142712	12.980388109205855
2584084	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. SB0023/3	0.0	18.11593180036004
2585209	Eukaryota	Arthropoda	Arachnida	Araneae	Nephilidae	Trichonephila	Trichonephila clavipes	199.70256786186653	95.29315822814448
2586642	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobotulus	Desulfobotulus sp. PAR22N	9.384319974167513	0.0
2586908	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	Enhydrobacter	Enhydrobacter sp. CC-CFT640	62.73265455645268	12.83426621513318
2587139	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rhizobacter	Rhizobacter sp. SG490	55.59349524394017	0.0
2588497	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. 122213-3	461.9251309877507	445.0030769906242
2588941	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Tepidimonas	Tepidimonas sediminis	43.37604720091679	85.58963904491839
2590212	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	Azohydromonas sp. 13393	3281.29760542567	1.360685368576743
2590453	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus sp. AM401	72.81732075467391	470.70901577125926
2590670	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter	Aestuariibacter sp. GS-14	4.46259096683308	7.267897927814722
2590786	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Extensimonas	Extensimonas perlucida	0.0	2.638995587512516
2590869	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. SNU WT3	42.15880633356276	8.79799069697572
2593303	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	Sandarakinorhabdus sp. LB1R16	2.524560473674155	3.106713825645138
2594501	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter sp. CHu50b-3-2	6.074325602354204	0.0
2594790	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Lacisediminihabitans	Lacisediminihabitans profunda	7.012765585474765	0.0
2601731	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Mitsuaria	Mitsuaria sp. TWR114	9.071040813738465	0.0
2601898	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp. UKPF54	40.6865420150667	33.91055495571557
2603288	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. GEM5	795.4405639754204	555.3655255277134
2603818	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. DCY113	25.233147038799437	17.258469726633578
2603856	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Lacisediminimonas	Lacisediminimonas profundi	166.96054338845514	226.36477492838358
2604047	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia sp. Msb3	4.199062741134416	6.654826858209808
2606681	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp. RBP-2	10.067616720588912	5.66450922026727
2606717	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Jiella	Jiella sp. R10	2.8110875263428845	0.0
2608630	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Azonexaceae	Dechloromonas	Dechloromonas sp. CZR5	80.70026851996137	19.653822009774917
2608980	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	NA	35.00014193949664	0.0
2609000	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. CCM 8693	178.47235467865124	125.86692146360049
2609274	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Thauera	NA	16.611381921358145	0.0
2609279	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA	17534.835094211754	12444.245858808792
2609280	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. CCM 8694	8.867465259386247	0.0
2609281	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. CCM 8695	158.99248798482267	74.65309888477906
2609282	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. CCM 8733	84.93778242493639	87.5228487937799
2609283	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. CCM 8734	3.2394207144008265	3.8578316320187094
2609290	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	NA	0.0	100.12182457889601
260936	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus sp. RD6.2	0.0	4.1622949703701355
2609466	Bacteria	Proteobacteria	Betaproteobacteria	Ferrovales	Ferrovaceae	Ferrovum	NA	3.9307430931503218	6.441091543853506
2610881	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	NA	933.4048371548779	913.3821535254747
2610897	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	NA	9.669928670898202	0.0
2611147	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	NA	1.0891302139973418	7.058584723410619
261302	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia phytofirmans	0.0	6.392811502829494
2613784	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	NA	127.45476753859458	46.33790160384637
2614638	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. ST-M6	0.0	2.15164489022013
2614943	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	NA	3.6660769046588677	9.628941473838998
2615204	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	NA	2.81591887714736	0.0
2617509	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	NA	42.38460210876365	19.39678419844708
2619054	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	Candidatus Accumulibacter	NA	7.038339801923248	0.0
2620350	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Rugamonas	NA	255.36466030152644	39.28878062299045
2623496	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	NA	1.9668588839095966	9.705014582726832
2624150	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	NA	3.074256395370141	1.8178076331040949
2625155	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA	8.814240543498926	0.0
2625466	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Thiomonas	NA	108.20183458275969	0.0
2626006	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Azohydromonas	NA	693.2084422751165	1.5584412711250977
2626865	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	NA	62.86124435203792	48.78251661911221
2629479	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	NA	103.49663793420764	56.760045698579866
2630326	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA	101.16634966994816	59.51450749039981
263066	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia	NA	91.12734173325518	16.260376011287175
263067	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Malikia	Malikia granosa	18.401676894049636	0.0
2633097	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	NA	2.6904235417881326	0.0
2633235	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Methylibium	NA	454.4084874561844	562.6935598783082
2634065	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidisoma	NA	0.0	8.056742527307058
2634549	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	NA	2.060032083101692	8.732791278743294
2635733	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	NA	32.435593053998666	0.0
2636909	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	NA	1469.7006480379791	939.1247936824283
2638132	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	NA	18.812880747437166	0.0
2638319	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	NA	6.368978108648642	0.0
2640016	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pusillimonas	NA	8.30263642897211	0.0
2640088	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Rhizobacter	NA	20.556399460067144	16.54159656882704
2640670	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	NA	22.464283921346905	50.97917303430472
2640874	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	NA	9.738006795870357	23.47587086802583
2643310	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	NA	49.278919742490686	82.86679427111417
264459	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	19.113143210657462	52.42605750267434
2644732	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA	0.0	0.9159535570555537
2647919	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Candidatus Nitrotoga	NA	10.811145637990075	0.0
2648921	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	NA	685.6838928967793	1643.63569744482
265	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA	0.0	7.984536094271145
2651628	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA	Betaproteobacteria bacterium SCN2	29.340873292617836	16.12132522056801
2653130	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. 8AJ	0.0	3.351681626716974
2653133	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia sp. 8Y	0.0	4.07592496777718
2653144	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium	Frigoribacterium sp. 9N	5.3629391427844695	19.336498235717094
2653149	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter sp. 151	55.790282950054696	0.0
2653152	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia sp. 9I	11124.503896815357	11066.446497460052
2653153	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. 8M	0.0	3.1975913895903365
2653158	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium sp. 9U	1.67799601287672	40.61101286154807
2653162	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter	Pseudoclavibacter sp. 8L	0.0	6.176726274972022
2653171	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. AX6	2.680161912393503	0.0
2653172	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. T1	41.93704333878543	139.47702230256954
